customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_tickets,tech_support,online_security,senior_citizen,partner,paperless_billing,churn
C1780,61,82.32,5006.93,One year,No,Bank transfer,2,Yes,No,0,Yes,Yes,No
C3499,20,82.97,1732.78,One year,DSL,Credit card,0,No,Yes,0,Yes,Yes,No
C2148,22,58.28,1299.18,Month-to-month,Fiber optic,Bank transfer,0,No,No,0,No,Yes,No
C1177,41,46.46,1871.65,One year,No,Credit card,1,No,No,0,No,No,No
C3184,9,73.54,727.59,Two year,No,Electronic check,0,No,No,1,Yes,Yes,No
C1336,11,15.0,104.51,Two year,No,Mailed check,1,No,Yes,0,Yes,Yes,No
C2918,62,92.57,5778.58,One year,Fiber optic,Credit card,1,Yes,No,0,No,No,No
C3166,51,77.08,3843.79,One year,No,Electronic check,0,No,No,0,Yes,Yes,No
C3992,56,90.54,5047.7,One year,Fiber optic,Mailed check,1,Yes,No,1,No,No,Yes
C2556,24,49.04,1141.3,Month-to-month,Fiber optic,Mailed check,2,No,Yes,0,No,No,Yes
C3903,27,79.92,2089.25,Two year,Fiber optic,Credit card,1,No,No,1,No,Yes,No
C2600,38,58.96,2176.71,One year,Fiber optic,Bank transfer,1,Yes,No,0,Yes,Yes,No
C2641,10,30.46,276.85,One year,No,Bank transfer,0,No,Yes,1,No,Yes,No
C1351,55,24.8,,Two year,Fiber optic,Mailed check,2,No,Yes,0,No,No,No
C1624,32,51.91,1622.14,Two year,DSL,Credit card,3,Yes,No,0,Yes,Yes,No
C3240,17,43.05,762.42,Month-to-month,DSL,Bank transfer,2,No,Yes,0,Yes,Yes,No
C3531,47,69.04,3234.83,Month-to-month,Fiber optic,Electronic check,3,No,No,0,No,Yes,No
C3490,53,75.53,3927.45,One year,No,Electronic check,2,Yes,No,0,No,No,Yes
C2551,31,49.21,1559.6,Month-to-month,DSL,Bank transfer,0,No,No,0,Yes,No,Yes
C3183,8,44.25,315.66,Month-to-month,DSL,Mailed check,1,Yes,No,0,No,No,Yes
C3573,30,87.9,2674.6,One year,DSL,Electronic check,0,No,No,0,Yes,No,Yes
C3089,65,69.38,4577.75,One year,Fiber optic,Mailed check,2,Yes,Yes,0,Yes,Yes,No
C1723,6,64.56,396.85,Month-to-month,Fiber optic,Mailed check,1,Yes,No,0,Yes,Yes,No
C1698,47,38.74,1878.23,Two year,Fiber optic,Electronic check,1,Yes,No,1,No,No,No
C1358,5,92.79,419.72,Month-to-month,Fiber optic,Mailed check,1,No,No,1,Yes,No,Yes
C3880,51,62.62,3196.31,Month-to-month,DSL,Credit card,1,No,No,0,No,Yes,Yes
C2321,34,56.64,1861.96,One year,Fiber optic,Credit card,0,Yes,Yes,0,No,No,No
C2613,20,48.95,963.69,Month-to-month,Fiber optic,Bank transfer,2,Yes,No,0,No,Yes,Yes
C3723,9,83.72,815.16,Month-to-month,Fiber optic,Electronic check,4,No,No,0,No,No,Yes
C3575,24,54.48,1368.94,One year,Fiber optic,Credit card,1,Yes,No,0,Yes,Yes,No
C2525,18,29.32,512.59,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,0,No,Yes,Yes
C1618,39,56.55,2271.16,Month-to-month,DSL,Bank transfer,0,No,Yes,0,Yes,No,No
C1465,50,49.89,2495.73,One year,No,Bank transfer,2,No,No,0,No,No,No
C2434,53,69.37,3670.93,One year,Fiber optic,Bank transfer,1,Yes,No,0,No,Yes,No
C3745,14,39.86,531.11,One year,Fiber optic,Bank transfer,2,No,No,0,No,Yes,No
C2419,19,84.26,1659.23,Month-to-month,Fiber optic,Electronic check,1,No,No,0,No,No,Yes
C3508,32,32.1,951.79,Month-to-month,DSL,Electronic check,0,Yes,No,0,Yes,Yes,Yes
C2702,7,85.47,482.41,Month-to-month,Fiber optic,Mailed check,2,Yes,No,0,No,Yes,No
C3127,64,74.86,4828.53,Month-to-month,Fiber optic,Mailed check,0,No,No,0,No,Yes,No
C2987,54,91.86,4953.37,Month-to-month,Fiber optic,Bank transfer,0,No,No,1,Yes,Yes,Yes
C1491,40,22.06,953.86,Month-to-month,Fiber optic,Mailed check,1,No,No,0,Yes,No,Yes
C3881,35,69.3,2442.41,Month-to-month,Fiber optic,Electronic check,1,No,No,0,Yes,Yes,Yes
C2765,10,38.5,346.79,Month-to-month,DSL,Bank transfer,0,Yes,No,0,No,Yes,Yes
C3486,14,66.68,943.51,Month-to-month,Fiber optic,Mailed check,2,No,No,0,No,Yes,Yes
C3407,47,19.5,906.26,Month-to-month,Fiber optic,Electronic check,1,Yes,No,0,No,Yes,No
C2788,57,109.42,6199.59,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,0,Yes,Yes,No
C3951,35,91.24,3283.13,One year,No,Bank transfer,1,No,No,0,Yes,Yes,No
C2481,38,34.18,1319.26,Two year,Fiber optic,Electronic check,1,No,No,0,No,No,Yes
C3669,10,111.33,1065.05,Month-to-month,Fiber optic,Mailed check,0,No,No,0,Yes,No,Yes
C2135,53,80.27,4350.38,One year,DSL,Electronic check,0,No,No,0,No,Yes,No
C2935,26,75.58,1927.06,Month-to-month,Fiber optic,Electronic check,0,Yes,No,0,Yes,Yes,No
C3390,37,74.04,2693.1,One year,Fiber optic,Electronic check,2,No,No,1,Yes,Yes,No
C2580,23,79.89,1834.97,One year,Fiber optic,Electronic check,2,Yes,Yes,0,Yes,Yes,Yes
C1479,53,74.1,3922.39,Month-to-month,DSL,Mailed check,2,No,No,0,No,Yes,Yes
C3265,34,61.62,2088.01,Month-to-month,Fiber optic,Electronic check,2,Yes,No,0,Yes,Yes,No
C1102,7,62.74,314.63,Month-to-month,DSL,Mailed check,2,Yes,Yes,1,Yes,Yes,No
C2478,11,87.9,997.29,Month-to-month,No,Electronic check,2,No,Yes,0,Yes,No,Yes
C1742,50,56.44,2815.9,Two year,DSL,Bank transfer,1,No,No,0,Yes,Yes,No
C3625,63,36.64,2305.03,Two year,DSL,Credit card,0,Yes,Yes,0,No,Yes,No
C1053,5,43.0,231.6,Month-to-month,DSL,Electronic check,0,Yes,No,0,No,Yes,Yes
C1987,30,66.44,2020.59,Month-to-month,Fiber optic,Mailed check,0,Yes,No,0,No,Yes,No
C3425,3,71.53,165.69,Month-to-month,Fiber optic,Credit card,1,Yes,No,0,Yes,Yes,Yes
C1068,10,72.27,756.24,Month-to-month,DSL,Mailed check,0,Yes,No,0,No,No,No
C1717,32,73.82,2272.6,Month-to-month,Fiber optic,Mailed check,2,Yes,Yes,0,Yes,Yes,No
C2100,47,34.26,,Month-to-month,DSL,Electronic check,0,No,No,0,Yes,No,Yes
C1333,35,41.65,1472.08,Month-to-month,Fiber optic,Electronic check,0,No,No,0,No,Yes,Yes
C3429,60,33.92,2024.77,Two year,DSL,Electronic check,2,No,No,0,No,No,No
C2391,46,73.64,3357.69,Month-to-month,No,Electronic check,3,Yes,No,0,No,No,Yes
C2239,61,41.03,2460.96,Month-to-month,Fiber optic,Electronic check,1,Yes,No,0,Yes,No,No
C1784,21,87.11,1739.05,Two year,Fiber optic,Mailed check,2,Yes,No,0,Yes,No,No
C2173,60,63.74,3871.79,Two year,DSL,Electronic check,1,Yes,No,0,Yes,Yes,No
C2158,5,42.32,227.16,Month-to-month,DSL,Credit card,2,Yes,No,1,Yes,Yes,No
C2315,53,101.38,5405.07,Month-to-month,DSL,Electronic check,1,No,Yes,0,No,Yes,Yes
C2137,55,73.0,4050.47,One year,Fiber optic,Bank transfer,2,Yes,No,1,No,Yes,No
C1127,29,82.57,2363.3,Month-to-month,No,Mailed check,2,No,Yes,0,Yes,Yes,No
C2583,42,101.67,4172.93,Month-to-month,DSL,Credit card,0,No,No,1,No,No,Yes
C2974,6,94.43,555.83,Month-to-month,DSL,Bank transfer,3,Yes,No,0,No,Yes,Yes
C2261,20,73.54,1497.21,Month-to-month,No,Bank transfer,0,No,No,0,Yes,No,Yes
C3571,56,38.45,2174.06,Month-to-month,Fiber optic,Bank transfer,3,Yes,No,0,Yes,No,No
C2106,35,37.46,1237.2,Month-to-month,Fiber optic,Mailed check,0,No,Yes,0,No,No,No
C1950,47,16.86,655.45,Month-to-month,Fiber optic,Bank transfer,2,No,No,0,Yes,No,No
C3122,36,81.43,2982.15,Month-to-month,No,Bank transfer,1,Yes,Yes,0,Yes,Yes,No
C2129,60,77.69,4661.12,Two year,DSL,Electronic check,0,Yes,Yes,0,Yes,Yes,No
C3911,70,73.92,5181.06,One year,DSL,Bank transfer,1,Yes,No,0,Yes,Yes,No
C2558,35,25.26,874.08,Month-to-month,No,Bank transfer,0,No,No,0,Yes,No,Yes
C1461,67,45.95,3051.5,Month-to-month,Fiber optic,Electronic check,1,No,No,0,Yes,Yes,Yes
C1639,1,38.61,95.54,One year,Fiber optic,Mailed check,0,No,No,0,Yes,Yes,No
C1757,64,66.64,4312.78,Month-to-month,DSL,Mailed check,0,Yes,No,0,No,No,Yes
C3649,62,30.86,1878.33,One year,Fiber optic,Mailed check,4,Yes,Yes,0,Yes,Yes,Yes
C1929,68,48.04,3308.84,Two year,DSL,Electronic check,1,Yes,No,0,Yes,Yes,No
C1230,13,71.19,910.23,One year,DSL,Mailed check,0,Yes,No,0,No,No,No
C2319,10,63.5,644.17,Month-to-month,No,Credit card,1,Yes,No,0,No,Yes,No
C1555,64,97.48,6273.17,Month-to-month,Fiber optic,Credit card,2,Yes,No,0,No,Yes,Yes
C1543,12,73.76,822.05,Month-to-month,DSL,Credit card,1,Yes,No,0,No,Yes,Yes
C3954,26,91.68,2405.05,One year,Fiber optic,Electronic check,2,No,Yes,0,No,Yes,No
C3500,45,72.9,3233.06,Month-to-month,Fiber optic,Mailed check,3,Yes,No,0,Yes,No,No
C3411,32,36.89,1204.41,Month-to-month,No,Mailed check,2,No,No,0,No,Yes,No
C3498,39,105.07,4105.28,Month-to-month,DSL,Credit card,0,No,Yes,0,No,No,Yes
C1098,27,98.42,2561.86,Two year,No,Bank transfer,0,No,Yes,0,Yes,No,No
C2430,37,77.65,2932.02,Month-to-month,Fiber optic,Mailed check,2,No,No,0,Yes,Yes,Yes
C2250,4,55.9,261.31,Month-to-month,Fiber optic,Bank transfer,0,No,No,0,Yes,No,Yes
C2887,12,29.88,325.35,One year,Fiber optic,Electronic check,1,Yes,No,0,Yes,No,Yes
C2899,8,67.37,598.69,One year,No,Electronic check,1,Yes,No,0,Yes,No,No
C2005,48,67.46,3156.2,One year,Fiber optic,Credit card,1,Yes,No,0,No,Yes,No
C2470,35,32.74,1035.98,Month-to-month,No,Mailed check,1,No,No,0,Yes,Yes,No
C3060,16,92.15,1491.47,One year,Fiber optic,Electronic check,1,Yes,No,0,Yes,Yes,Yes
C3309,44,46.44,2115.03,Month-to-month,Fiber optic,Mailed check,2,Yes,Yes,0,No,No,No
C1294,42,70.92,3059.39,Month-to-month,DSL,Electronic check,2,No,No,0,No,No,No
C3414,4,48.06,200.77,Month-to-month,DSL,Electronic check,0,Yes,No,0,Yes,Yes,No
C3686,38,81.71,3208.02,Month-to-month,Fiber optic,Bank transfer,2,No,Yes,0,Yes,No,Yes
C3802,61,49.98,3043.57,One year,Fiber optic,Credit card,2,Yes,No,0,No,Yes,No
C3353,16,65.08,,Two year,DSL,Mailed check,0,No,Yes,0,No,Yes,No
C1159,55,57.82,3188.37,Month-to-month,No,Credit card,2,No,No,0,Yes,Yes,Yes
C2236,11,65.35,709.37,One year,Fiber optic,Mailed check,2,No,No,1,Yes,Yes,No
C1650,3,70.62,260.97,Month-to-month,Fiber optic,Mailed check,1,Yes,Yes,0,No,Yes,Yes
C1909,3,87.7,311.54,One year,Fiber optic,Electronic check,0,No,No,0,Yes,No,No
C3828,61,36.85,2341.85,Month-to-month,Fiber optic,Bank transfer,0,No,No,0,Yes,Yes,Yes
C3632,21,41.14,753.75,Month-to-month,Fiber optic,Electronic check,2,No,No,0,No,No,Yes
C2557,58,61.56,3565.6,Two year,DSL,Electronic check,0,No,Yes,1,No,No,No
C1320,59,61.71,3642.18,Month-to-month,Fiber optic,Bank transfer,0,No,No,1,Yes,No,Yes
C1014,45,51.11,2273.53,Month-to-month,DSL,Mailed check,0,No,No,0,Yes,Yes,No
C1975,3,65.65,183.98,Two year,Fiber optic,Bank transfer,0,Yes,No,0,Yes,Yes,No
C3468,32,95.69,3021.81,Two year,Fiber optic,Electronic check,3,Yes,Yes,0,No,No,Yes
C2446,67,55.59,3690.09,Month-to-month,DSL,Credit card,3,Yes,No,0,Yes,Yes,No
C1462,22,97.47,2096.52,One year,DSL,Mailed check,2,No,No,0,Yes,No,No
C3957,13,33.93,474.9,One year,Fiber optic,Mailed check,3,No,No,0,No,Yes,No
C2692,4,81.74,284.36,Two year,No,Bank transfer,0,No,No,1,No,No,No
C2719,42,63.64,2653.91,One year,Fiber optic,Bank transfer,0,Yes,Yes,0,No,No,No
C1643,1,60.02,93.88,Two year,DSL,Credit card,0,No,No,0,Yes,Yes,No
C1619,52,47.81,2514.06,Month-to-month,No,Mailed check,2,Yes,Yes,0,No,Yes,No
C1651,71,91.09,6506.75,Two year,Fiber optic,Credit card,2,Yes,No,0,No,Yes,No
C1253,67,50.46,3388.82,One year,Fiber optic,Credit card,5,Yes,No,1,Yes,Yes,No
C2881,56,62.6,3463.11,Month-to-month,DSL,Mailed check,0,No,Yes,0,No,Yes,Yes
C1873,30,51.98,1518.48,Month-to-month,DSL,Mailed check,3,Yes,No,0,No,No,No
C1466,46,89.83,4143.98,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,0,Yes,Yes,No
C1753,4,59.02,176.28,Month-to-month,Fiber optic,Mailed check,1,No,Yes,0,No,Yes,Yes
C3623,69,57.23,3967.04,One year,No,Credit card,0,Yes,No,0,Yes,Yes,No
C1941,49,45.38,2248.4,Month-to-month,Fiber optic,Electronic check,0,No,No,0,No,Yes,Yes
C1882,7,56.29,442.28,Month-to-month,Fiber optic,Bank transfer,0,No,No,1,Yes,Yes,Yes
C1291,29,78.33,2294.52,Month-to-month,DSL,Credit card,1,Yes,Yes,0,No,Yes,Yes
C1233,17,74.31,1254.55,Month-to-month,DSL,Electronic check,1,Yes,No,0,Yes,Yes,No
C3956,14,85.36,1166.75,Two year,DSL,Credit card,0,Yes,No,0,Yes,No,No
C2304,7,21.06,88.89,Month-to-month,No,Electronic check,1,No,No,0,No,No,Yes
C2766,28,73.79,2122.68,Month-to-month,Fiber optic,Bank transfer,1,No,No,0,No,Yes,Yes
C2518,35,92.81,3263.34,Month-to-month,DSL,Mailed check,1,No,No,0,No,No,Yes
C3271,37,42.86,1633.26,Two year,DSL,Bank transfer,1,No,Yes,0,No,No,No
C3787,43,59.83,2555.9,Two year,Fiber optic,Electronic check,2,No,No,0,No,Yes,No
C3097,61,86.04,5283.08,Two year,DSL,Credit card,1,No,No,0,Yes,Yes,No
C3417,48,107.69,5161.56,Month-to-month,DSL,Credit card,1,Yes,Yes,0,Yes,Yes,No
C3025,21,81.17,1752.92,Month-to-month,No,Bank transfer,2,Yes,Yes,0,No,No,Yes
C2485,26,90.54,2382.08,Month-to-month,DSL,Credit card,2,No,Yes,0,No,No,No
C2241,40,96.29,3785.93,Two year,No,Credit card,2,Yes,Yes,0,No,Yes,No
C1534,5,59.01,,Two year,No,Bank transfer,1,No,Yes,0,Yes,Yes,No
C1525,36,70.62,2607.54,Month-to-month,DSL,Bank transfer,3,No,No,0,No,No,Yes
C2425,53,69.97,3643.4,One year,No,Bank transfer,0,No,Yes,0,No,No,No
C2080,47,85.55,3954.16,Month-to-month,DSL,Bank transfer,0,Yes,No,0,Yes,No,No
C3697,13,62.66,805.71,Month-to-month,DSL,Electronic check,2,No,Yes,0,Yes,No,Yes
C1589,65,65.78,4203.21,Month-to-month,DSL,Mailed check,0,No,No,0,Yes,No,No
C1673,10,72.0,745.11,Month-to-month,Fiber optic,Electronic check,3,Yes,No,0,No,No,Yes
C3547,43,53.68,2378.61,Month-to-month,No,Mailed check,1,No,Yes,0,Yes,No,Yes
C3154,14,84.91,1083.19,One year,DSL,Bank transfer,1,No,Yes,0,Yes,No,No
C2346,52,50.59,2624.48,Month-to-month,DSL,Electronic check,1,No,No,0,No,Yes,No
C2375,63,65.25,4141.35,Month-to-month,No,Electronic check,0,No,Yes,0,Yes,Yes,No
C1835,19,77.52,1414.08,Month-to-month,DSL,Bank transfer,3,No,No,0,Yes,No,Yes
C1251,34,70.03,2386.3,Month-to-month,Fiber optic,Electronic check,3,No,Yes,1,No,No,Yes
C1666,36,59.77,2159.94,Month-to-month,Fiber optic,Bank transfer,1,No,Yes,0,No,Yes,No
C3209,58,30.79,1817.17,Month-to-month,Fiber optic,Mailed check,0,No,Yes,0,No,Yes,Yes
C2871,48,63.68,3029.1,One year,DSL,Bank transfer,1,No,Yes,0,Yes,No,No
C1390,24,81.24,1996.8,Month-to-month,DSL,Bank transfer,2,No,No,1,No,No,No
C2467,33,53.31,1768.84,Month-to-month,Fiber optic,Mailed check,0,No,No,1,Yes,No,No
C3560,30,75.09,2269.06,Two year,Fiber optic,Electronic check,0,No,No,0,Yes,No,No
C2362,66,85.66,5629.88,Month-to-month,Fiber optic,Credit card,0,No,Yes,1,Yes,Yes,Yes
C1794,7,50.3,327.86,One year,No,Mailed check,3,Yes,No,0,Yes,No,Yes
C2984,39,47.03,1782.29,One year,DSL,Bank transfer,1,Yes,No,0,No,Yes,No
C2933,12,86.49,1087.81,Month-to-month,DSL,Electronic check,1,No,Yes,1,No,Yes,No
C3104,11,60.69,682.71,One year,Fiber optic,Credit card,4,Yes,No,0,No,No,Yes
C1681,70,76.78,,Month-to-month,DSL,Electronic check,1,No,No,0,Yes,Yes,No
C2205,9,89.17,825.39,Month-to-month,DSL,Bank transfer,1,Yes,Yes,0,Yes,No,Yes
C2077,66,68.88,4537.03,Two year,DSL,Electronic check,4,Yes,No,0,No,Yes,No
C3908,5,86.86,424.12,Two year,DSL,Bank transfer,0,Yes,Yes,0,No,No,No
C3394,53,56.06,2911.45,Month-to-month,No,Bank transfer,2,No,No,1,No,No,Yes
C1151,59,75.43,4546.17,Month-to-month,No,Bank transfer,0,Yes,No,0,No,Yes,Yes
C2524,29,49.11,1380.36,Month-to-month,DSL,Electronic check,0,No,Yes,1,Yes,Yes,No
C3783,43,58.57,2523.34,One year,DSL,Electronic check,2,No,No,0,Yes,Yes,No
C1827,22,85.5,1828.2,Month-to-month,Fiber optic,Electronic check,1,No,No,0,No,No,No
C2254,18,101.62,1817.9,Month-to-month,DSL,Electronic check,0,No,Yes,1,Yes,Yes,Yes
C1524,61,76.93,4698.7,Month-to-month,Fiber optic,Bank transfer,2,No,No,0,No,Yes,Yes
C2265,29,68.38,,Month-to-month,DSL,Electronic check,1,Yes,Yes,0,Yes,No,Yes
C3069,43,66.48,2895.63,One year,DSL,Electronic check,2,Yes,Yes,0,Yes,Yes,No
C1405,29,91.26,2679.48,Month-to-month,Fiber optic,Mailed check,2,No,Yes,1,No,No,Yes
C1257,37,40.74,1499.19,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,0,Yes,Yes,No
C3850,70,104.79,7383.23,Month-to-month,DSL,Electronic check,1,Yes,No,0,Yes,Yes,No
C3436,44,61.17,2742.82,Month-to-month,Fiber optic,Electronic check,0,No,No,0,Yes,Yes,No
C1185,59,103.98,6069.09,Month-to-month,Fiber optic,Mailed check,1,Yes,No,0,No,Yes,Yes
C3091,65,55.85,3590.76,Month-to-month,DSL,Bank transfer,4,No,No,0,No,Yes,Yes
C1473,41,55.34,2250.61,One year,Fiber optic,Credit card,2,Yes,Yes,1,No,No,No
C1812,32,60.28,1854.54,Two year,Fiber optic,Mailed check,3,No,Yes,0,No,Yes,No
C3388,63,47.14,2888.33,Two year,Fiber optic,Credit card,1,Yes,No,0,Yes,No,No
C2166,28,67.03,1872.39,Month-to-month,DSL,Mailed check,1,Yes,No,0,Yes,Yes,Yes
C1364,37,65.43,2333.4,One year,DSL,Mailed check,1,No,Yes,0,No,No,No
C3949,28,80.72,2277.88,Two year,DSL,Credit card,2,No,No,1,No,No,No
C2858,17,70.01,1189.63,Month-to-month,Fiber optic,Electronic check,2,Yes,Yes,0,Yes,No,Yes
C2350,63,56.05,3593.59,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,1,Yes,Yes,Yes
C3363,19,39.61,768.58,Month-to-month,DSL,Electronic check,0,Yes,No,0,No,Yes,Yes
C1329,50,55.04,2729.99,Two year,Fiber optic,Mailed check,0,Yes,Yes,1,No,Yes,No
C1512,68,65.24,4374.38,Month-to-month,No,Credit card,1,No,Yes,0,Yes,Yes,No
C1662,17,31.32,491.79,Month-to-month,Fiber optic,Mailed check,0,No,Yes,0,Yes,No,No
C1345,12,18.7,246.56,Month-to-month,DSL,Electronic check,0,No,No,0,Yes,Yes,No
C2603,13,15.0,184.53,Month-to-month,No,Bank transfer,0,No,Yes,0,Yes,Yes,Yes
C1832,27,66.1,1716.16,Month-to-month,No,Mailed check,0,No,No,0,Yes,Yes,Yes
C1683,39,61.45,2404.64,One year,Fiber optic,Credit card,1,No,No,0,Yes,Yes,No
C3641,62,34.87,2128.21,Two year,No,Mailed check,2,No,No,0,Yes,Yes,No
C2676,37,51.84,1844.33,Two year,Fiber optic,Mailed check,1,Yes,No,0,Yes,No,No
C3960,28,62.47,1769.44,Month-to-month,DSL,Bank transfer,2,No,Yes,0,Yes,No,Yes
C1772,16,59.05,907.62,Two year,No,Credit card,1,Yes,Yes,0,Yes,No,No
C1066,17,54.83,1001.86,Month-to-month,DSL,Credit card,4,No,Yes,0,Yes,No,No
C2950,3,88.84,,Month-to-month,DSL,Credit card,3,No,No,0,Yes,Yes,Yes
C3718,64,37.85,2480.93,One year,No,Mailed check,2,Yes,No,0,Yes,No,No
C2715,30,91.39,2700.46,Month-to-month,DSL,Bank transfer,0,No,No,0,No,No,No
C3420,62,100.01,6277.48,One year,DSL,Electronic check,0,No,No,0,Yes,No,No
C1234,6,45.78,224.09,One year,DSL,Electronic check,1,No,No,0,Yes,Yes,Yes
C1645,31,108.32,3355.89,Two year,DSL,Electronic check,0,Yes,No,1,Yes,Yes,No
C3465,51,48.97,2462.72,One year,No,Credit card,0,No,No,1,Yes,No,No
C3347,56,61.59,3452.48,One year,Fiber optic,Mailed check,2,No,Yes,0,Yes,Yes,No
C2666,45,66.43,3001.44,Month-to-month,Fiber optic,Bank transfer,0,No,No,0,No,Yes,Yes
C2822,5,50.67,247.75,One year,No,Bank transfer,4,No,No,0,Yes,No,Yes
C3077,2,48.53,53.94,Month-to-month,No,Mailed check,0,Yes,No,0,Yes,Yes,Yes
C2138,54,70.11,3767.05,Two year,Fiber optic,Mailed check,1,Yes,Yes,0,No,Yes,No
C1541,9,41.93,301.8,Two year,DSL,Credit card,0,No,No,0,No,No,No
C2313,58,82.05,4777.12,One year,Fiber optic,Bank transfer,2,No,No,0,Yes,Yes,No
C3909,20,100.78,1943.83,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,0,No,Yes,No
C1200,27,56.17,1448.3,Month-to-month,DSL,Electronic check,0,No,Yes,0,Yes,Yes,No
C2963,18,81.19,1554.05,One year,Fiber optic,Electronic check,0,No,No,0,No,Yes,No
C2295,60,25.16,1456.15,One year,No,Credit card,1,No,No,0,No,Yes,No
C3361,56,36.42,2041.4,Month-to-month,DSL,Mailed check,3,No,Yes,0,No,No,Yes
C1306,51,56.12,2869.86,One year,Fiber optic,Mailed check,3,No,No,0,Yes,No,Yes
C2308,49,81.63,4004.51,Month-to-month,Fiber optic,Credit card,2,No,No,1,Yes,No,Yes
C1129,6,84.04,531.05,Two year,DSL,Bank transfer,2,No,No,0,No,No,No
C1395,15,115.42,1807.46,Month-to-month,DSL,Bank transfer,1,No,No,0,Yes,No,Yes
C3888,38,59.62,2314.88,Month-to-month,Fiber optic,Credit card,3,No,No,0,Yes,Yes,Yes
C2929,17,82.1,1363.64,Month-to-month,DSL,Credit card,0,Yes,No,0,No,Yes,No
C1326,53,43.19,2289.96,Month-to-month,Fiber optic,Credit card,0,No,No,1,No,No,No
C1191,68,60.9,4136.54,Two year,Fiber optic,Mailed check,2,No,No,0,No,Yes,No
C1722,17,64.26,1082.38,Month-to-month,DSL,Electronic check,0,No,No,0,No,Yes,No
C2854,47,41.11,1865.0,Month-to-month,DSL,Electronic check,2,No,No,0,Yes,Yes,No
C1307,38,92.77,3569.95,One year,No,Electronic check,2,Yes,No,0,Yes,No,No
C2064,30,69.16,1997.41,Month-to-month,Fiber optic,Credit card,2,No,Yes,0,No,Yes,Yes
C2397,61,63.37,3801.45,One year,DSL,Mailed check,0,No,No,0,No,No,No
C1495,71,65.81,4704.86,Month-to-month,Fiber optic,Bank transfer,2,No,Yes,0,Yes,Yes,No
C1384,64,64.66,4157.94,One year,DSL,Bank transfer,1,Yes,Yes,0,No,No,No
C1582,22,69.33,1512.78,Month-to-month,No,Credit card,0,No,Yes,0,No,Yes,No
C1397,67,61.39,4057.03,Month-to-month,No,Mailed check,2,No,No,0,No,Yes,Yes
C3946,14,42.39,638.7,Month-to-month,No,Mailed check,1,Yes,No,0,No,Yes,Yes
C2629,32,91.62,2938.7,Month-to-month,No,Electronic check,1,Yes,No,0,Yes,Yes,No
C1161,8,49.15,393.54,One year,DSL,Mailed check,1,No,No,0,No,No,No
C2334,56,50.8,2796.8,Month-to-month,Fiber optic,Credit card,3,No,No,0,No,No,Yes
C3736,65,66.27,4317.2,Two year,Fiber optic,Bank transfer,3,No,No,0,Yes,No,No
C2103,1,51.49,46.9,Two year,Fiber optic,Bank transfer,2,No,No,0,Yes,Yes,No
C1936,48,68.08,3338.85,Two year,DSL,Mailed check,0,No,No,1,Yes,Yes,No
C2039,3,72.71,210.76,One year,Fiber optic,Bank transfer,1,No,No,0,No,No,Yes
C2366,5,64.98,401.96,Month-to-month,DSL,Credit card,1,No,Yes,0,No,Yes,No
C2274,26,91.88,2313.8,Two year,Fiber optic,Bank transfer,4,No,No,0,No,No,Yes
C3761,16,106.22,1680.96,Month-to-month,Fiber optic,Electronic check,0,No,Yes,0,Yes,Yes,No
C2926,59,29.53,1777.56,Month-to-month,No,Mailed check,1,Yes,No,0,No,No,No
C2949,43,70.32,2948.06,Month-to-month,Fiber optic,Electronic check,1,No,No,0,Yes,Yes,No
C3068,18,106.24,2012.85,Month-to-month,DSL,Electronic check,3,No,Yes,0,No,No,Yes
C1569,55,70.37,3911.18,Month-to-month,Fiber optic,Bank transfer,0,No,No,0,No,Yes,No
C2159,12,70.39,860.0,One year,No,Mailed check,1,No,No,0,Yes,Yes,Yes
C2560,62,70.6,4375.53,One year,No,Mailed check,3,No,Yes,0,Yes,Yes,No
C2591,22,15.53,375.68,One year,No,Bank transfer,3,Yes,Yes,0,No,No,No
C2880,66,46.19,3077.66,Two year,DSL,Credit card,1,No,No,1,No,Yes,No
C3529,46,98.04,4576.41,Month-to-month,Fiber optic,Credit card,3,No,No,1,No,Yes,Yes
C3081,62,58.85,3632.93,Two year,DSL,Credit card,0,No,Yes,0,Yes,Yes,No
C1047,24,79.27,1837.51,Month-to-month,DSL,Mailed check,3,Yes,No,0,No,Yes,Yes
C1029,35,75.49,2571.1,Month-to-month,DSL,Credit card,1,Yes,No,0,No,No,Yes
C2595,24,79.52,1865.8,Month-to-month,DSL,Bank transfer,1,No,No,1,Yes,Yes,No
C2925,10,56.35,619.41,Month-to-month,Fiber optic,Bank transfer,3,Yes,No,0,No,No,Yes
C1501,30,45.58,1381.73,Two year,Fiber optic,Bank transfer,1,No,No,1,Yes,Yes,No
C2846,38,96.76,3694.92,Two year,Fiber optic,Credit card,2,No,No,0,Yes,Yes,Yes
C3501,8,82.76,693.62,Month-to-month,No,Credit card,0,No,Yes,1,Yes,Yes,Yes
C3767,53,62.14,3119.74,One year,Fiber optic,Credit card,3,No,No,0,No,No,Yes
